#tagged CSV –> tCSV
#this header contains information to mygdal algorithms
#delimiter=,
#has_header=True
#decimal_point=.
#x_field=longitude
#y_field=latitude
#from_date_field=from
#to_date_field=to
#class_field=class
#projection_wkt=PROJCS["WGS 84 / UTM zone 21N",GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",0],PARAMETER["central_meridian",-57],PARAMETER["scale_factor",0.9996],PARAMETER["false_easting",500000],PARAMETER["false_northing",0],UNIT["metre",1,AUTHORITY["EPSG","9001"]],AXIS["Easting",EAST],AXIS["Northing",NORTH],AUTHORITY["EPSG","32621"]]
#timeline_filepath=timeline_new.csv
#bands_filepaths=/dados/d2/rolf/STACK/ndvi.tif,/dados/d2/rolf/STACK/evi.tif
#bands_factors=10,10
"id","longitude","latitude","class","from","to"
322,611231.977792556,-1326644.65322115,"Cotton-fallow",2011-09-01,2012-09-01
323,611735.766290082,-1327568.1580289,"Cotton-fallow",2011-09-01,2012-09-01
324,611919.665732448,-1327799.25239405,"Cotton-fallow",2011-09-01,2012-09-01
325,610192.155817318,-1329405.70329365,"Cotton-fallow",2011-09-01,2012-09-01
326,609864.144351916,-1329865.31232007,"Cotton-fallow",2011-09-01,2012-09-01
327,609584.181653301,-1330094.69299468,"Cotton-fallow",2011-09-01,2012-09-01
328,609816.071178386,-1330095.54321042,"Cotton-fallow",2011-09-01,2012-09-01
329,609999.879465507,-1330326.62590167,"Cotton-fallow",2011-09-01,2012-09-01
330,610927.439471391,-1330330.05105576,"Cotton-fallow",2011-09-01,2012-09-01
331,610415.569553892,-1330558.56513737,"Cotton-fallow",2011-09-01,2012-09-01
332,610647.459611512,-1330559.42210493,"Cotton-fallow",2011-09-01,2012-09-01
333,610135.581826051,-1330787.94047401,"Cotton-fallow",2011-09-01,2012-09-01
334,610367.471723761,-1330788.79542232,"Cotton-fallow",2011-09-01,2012-09-01
335,609855.586082086,-1331017.31805923,"Cotton-fallow",2011-09-01,2012-09-01
336,610087.475819985,-1331018.17098746,"Cotton-fallow",2011-09-01,2012-09-01
337,610551.255715754,-1331019.88224165,"Cotton-fallow",2011-09-01,2012-09-01
338,609343.692862116,-1331245.84879784,"Cotton-fallow",2011-09-01,2012-09-01
339,609807.471879247,-1331247.54881295,"Cotton-fallow",2011-09-01,2012-09-01
340,610271.251454514,-1331249.25602626,"Cotton-fallow",2011-09-01,2012-09-01
341,609759.3494819,-1331477.77959698,"Cotton-fallow",2011-09-01,2012-09-01
342,611184.01939598,-1326874.88318759,"Cotton-fallow",2011-09-01,2012-09-01
343,611319.968305305,-1327336.20321583,"Cotton-fallow",2011-09-01,2012-09-01
344,611311.861530208,-1328488.21314868,"Cotton-fallow",2011-09-01,2012-09-01
345,612207.49037115,-1326417.87761872,"Cotton-fallow",2011-09-01,2012-09-01
346,612159.540099987,-1326648.10671334,"Cotton-fallow",2011-09-01,2012-09-01
347,612391.431032537,-1326648.97456937,"Cotton-fallow",2011-09-01,2012-09-01
348,612111.581635537,-1326878.33581363,"Cotton-fallow",2011-09-01,2012-09-01
349,612343.472553683,-1326879.20345392,"Cotton-fallow",2011-09-01,2012-09-01
350,612575.363603744,-1326880.0728877,"Cotton-fallow",2011-09-01,2012-09-01
351,610816.14764372,-1326412.70683946,"Cotton-fallow",2011-09-01,2012-09-01
352,611599.833598356,-1327106.83546348,"Cotton-fallow",2011-09-01,2012-09-01
353,611503.875712325,-1327567.29462595,"Cotton-fallow",2011-09-01,2012-09-01
354,609295.5704947,-1331476.08002589,"Cotton-fallow",2011-09-01,2012-09-01
355,609527.459924156,-1331476.92891152,"Cotton-fallow",2011-09-01,2012-09-01
356,611575.021240142,-1330562.86796129,"Cotton-fallow",2011-09-01,2012-09-01
357,611806.911992868,-1330563.73392192,"Cotton-fallow",2011-09-01,2012-09-01
358,612222.595968338,-1330795.69977053,"Cotton-fallow",2011-09-01,2012-09-01
359,611942.598784055,-1331025.0591864,"Cotton-fallow",2011-09-01,2012-09-01
360,612174.489791596,-1331025.92830799,"Cotton-fallow",2011-09-01,2012-09-01
361,612870.163670666,-1331028.54646851,"Cotton-fallow",2011-09-01,2012-09-01
362,612358.266535139,-1331257.02756536,"Cotton-fallow",2011-09-01,2012-09-01
363,612590.157807185,-1331257.90006769,"Cotton-fallow",2011-09-01,2012-09-01
364,612078.252822394,-1331486.38544565,"Cotton-fallow",2011-09-01,2012-09-01
365,612310.14394141,-1331487.25593006,"Cotton-fallow",2011-09-01,2012-09-01
366,611791.650922916,-1326185.91735557,"Cotton-fallow",2011-09-01,2012-09-01
367,610584.257689343,-1326411.85131791,"Cotton-fallow",2011-09-01,2012-09-01
368,611639.775564544,-1328028.6168263,"Cotton-fallow",2011-09-01,2012-09-01
369,609968.537227036,-1328252.84469281,"Forest",2011-09-01,2012-09-01
370,610056.355022709,-1328944.38898122,"Forest",2011-09-01,2012-09-01
371,615341.814702432,-1329194.69094673,"Forest",2011-09-01,2012-09-01
372,610879.349809741,-1330560.2808711,"Forest",2011-09-01,2012-09-01
373,610831.251940229,-1330790.51071572,"Forest",2011-09-01,2012-09-01
374,610319.365697777,-1331019.02571493,"Forest",2011-09-01,2012-09-01
375,609575.582301062,-1331246.69790562,"Forest",2011-09-01,2012-09-01
376,609991.239179116,-1331478.63208231,"Forest",2011-09-01,2012-09-01
377,611198.812299772,-1331252.69204775,"Forest",2011-09-01,2012-09-01
378,610918.799390346,-1331482.06002255,"Forest",2011-09-01,2012-09-01
379,611150.68980022,-1331482.92150737,"Forest",2011-09-01,2012-09-01
380,611382.580340447,-1331483.78479206,"Forest",2011-09-01,2012-09-01
381,609719.900232622,-1330556.00502635,"Forest",2011-09-01,2012-09-01
382,614094.556961646,-1328498.68206695,"Forest",2011-09-01,2012-09-01
383,611367.943121392,-1327105.97342059,"Forest",2011-09-01,2012-09-01
384,611783.749349527,-1327337.92866151,"Forest",2011-09-01,2012-09-01
385,611967.657009862,-1327569.02322632,"Forest",2011-09-01,2012-09-01
386,611687.775028305,-1327798.38741346,"Forest",2011-09-01,2012-09-01
387,614326.449184972,-1328499.56614944,"Forest",2011-09-01,2012-09-01
388,614974.102378278,-1328732.45540613,"Forest",2011-09-01,2012-09-01
389,615621.748551671,-1328965.35955321,"Forest",2011-09-01,2012-09-01
390,615389.855499313,-1328964.46512033,"Forest",2011-09-01,2012-09-01
391,614150.638196096,-1327116.43632848,"Forest",2011-09-01,2012-09-01
392,614518.464352666,-1327578.65883437,"Soybean-cotton",2011-09-01,2012-09-01
393,614510.317239492,-1328730.67868864,"Soybean-cotton",2011-09-01,2012-09-01
394,614742.209735968,-1328731.56614931,"Soybean-cotton",2011-09-01,2012-09-01
395,614926.069823382,-1328962.68164397,"Soybean-cotton",2011-09-01,2012-09-01
396,612295.50585979,-1327109.432355,"Soybean-cotton",2011-09-01,2012-09-01
397,611048.037749849,-1326413.56415389,"Soybean-cotton",2011-09-01,2012-09-01
398,611415.909745861,-1326875.74365386,"Soybean-cotton",2011-09-01,2012-09-01
399,611551.85875652,-1327337.0650416,"Soybean-cotton",2011-09-01,2012-09-01
400,612454.487138915,-1330796.57090937,"Soybean-cotton",2011-09-01,2012-09-01
401,615573.707736127,-1329195.58516705,"Soybean-cotton",2011-09-01,2012-09-01
402,610632.199617785,-1326181.62073448,"Soybean-cotton",2011-09-01,2012-09-01
403,615157.962582724,-1328963.57248389,"Soybean-cotton",2011-09-01,2012-09-01
404,611000.087569917,-1326643.79433105,"Soybean-cotton",2011-09-01,2012-09-01
405,611894.484419081,-1331255.28795953,"Soybean-cotton",2011-09-01,2012-09-01
406,611399.655219526,-1329179.76410712,"Soybean-cotton",2011-09-01,2012-09-01
407,614102.663143031,-1327346.66353968,"Soybean-cotton",2011-09-01,2012-09-01
408,614566.447632723,-1327348.4320456,"Soybean-cotton",2011-09-01,2012-09-01
409,614286.572051166,-1327577.77389742,"Soybean-cotton",2011-09-01,2012-09-01
410,611990.704940371,-1330794.83043066,"Soybean-cotton",2011-09-01,2012-09-01
411,612406.380941681,-1331026.79922886,"Soybean-cotton",2011-09-01,2012-09-01
412,611758.814054716,-1330793.96288976,"Soybean-cotton",2011-09-01,2012-09-01
413,612638.272234606,-1331027.67194904,"Soybean-cotton",2011-09-01,2012-09-01
414,612773.926586103,-1331489.00229861,"Soybean-cotton",2011-09-01,2012-09-01
415,614470.472866388,-1327808.88563795,"Soybean-cotton",2011-09-01,2012-09-01
416,612126.375405869,-1331256.15686264,"Soybean-cotton",2011-09-01,2012-09-01
417,612542.035192253,-1331488.12821436,"Soybean-cotton",2011-09-01,2012-09-01
418,611710.707918766,-1331024.1918641,"Soybean-cotton",2011-09-01,2012-09-01
419,617021.29760563,-1327818.73605957,"Soybean-cotton",2011-09-01,2012-09-01
420,617253.191645348,-1327819.64232184,"Soybean-cotton",2011-09-01,2012-09-01
421,617716.980183076,-1327821.46023121,"Soybean-cotton",2011-09-01,2012-09-01
422,617948.874681676,-1327822.37187832,"Soybean-cotton",2011-09-01,2012-09-01
423,618180.76931931,-1327823.28532034,"Soybean-cotton",2011-09-01,2012-09-01
424,616277.61651737,-1328046.25317513,"Soybean-cotton",2011-09-01,2012-09-01
425,616509.510094515,-1328047.15384201,"Soybean-cotton",2011-09-01,2012-09-01
426,616741.403819749,-1328048.05630413,"Soybean-cotton",2011-09-01,2012-09-01
427,617205.191726549,-1328049.86661413,"Soybean-cotton",2011-09-01,2012-09-01
428,617437.085897818,-1328050.77446197,"Soybean-cotton",2011-09-01,2012-09-01
429,617668.980218356,-1328051.68410507,"Soybean-cotton",2011-09-01,2012-09-01
430,618132.7693193,-1328053.50877709,"Soybean-cotton",2011-09-01,2012-09-01
431,616693.395737979,-1328278.28101808,"Soybean-cotton",2011-09-01,2012-09-01
432,617157.183598464,-1328280.09090798,"Soybean-cotton",2011-09-01,2012-09-01
433,617572.955681228,-1328512.13186752,"Soybean-cotton",2011-09-01,2012-09-01
434,617804.85011513,-1328513.04288786,"Soybean-cotton",2011-09-01,2012-09-01
435,618036.744698762,-1328513.95570411,"Soybean-cotton",2011-09-01,2012-09-01
436,618268.63943242,-1328514.87031627,"Soybean-cotton",2011-09-01,2012-09-01
437,615941.387942227,-1329657.8294299,"Soybean-cotton",2011-09-01,2012-09-01
438,616637.068716911,-1329660.53238329,"Soybean-cotton",2011-09-01,2012-09-01
439,616357.109474916,-1329889.85440844,"Soybean-cotton",2011-09-01,2012-09-01
440,616589.003197995,-1329890.75697883,"Soybean-cotton",2011-09-01,2012-09-01
441,616820.897058356,-1329891.66134699,"Soybean-cotton",2011-09-01,2012-09-01
442,616077.142226245,-1330119.17867966,"Soybean-cotton",2011-09-01,2012-09-01
443,616309.035781235,-1330120.0792402,"Soybean-cotton",2011-09-01,2012-09-01
444,616540.92947315,-1330120.9815988,"Soybean-cotton",2011-09-01,2012-09-01
445,616772.823324058,-1330121.88575557,"Soybean-cotton",2011-09-01,2012-09-01
446,616029.060347973,-1330349.40372626,"Soybean-cotton",2011-09-01,2012-09-01
447,616260.953871539,-1330350.30407449,"Soybean-cotton",2011-09-01,2012-09-01
448,616492.847553741,-1330351.2062212,"Soybean-cotton",2011-09-01,2012-09-01
449,616724.741383984,-1330352.11016634,"Soybean-cotton",2011-09-01,2012-09-01
450,616956.635351678,-1330353.01590989,"Soybean-cotton",2011-09-01,2012-09-01
451,616212.86376795,-1330580.52892253,"Soybean-cotton",2011-09-01,2012-09-01
452,616444.757429227,-1330581.4308571,"Soybean-cotton",2011-09-01,2012-09-01
453,616676.651238483,-1330582.33459043,"Soybean-cotton",2011-09-01,2012-09-01
454,616908.545196011,-1330583.24012252,"Soybean-cotton",2011-09-01,2012-09-01
455,616628.552887899,-1330812.55903896,"Soybean-cotton",2011-09-01,2012-09-01
456,616860.446824051,-1330813.46435935,"Soybean-cotton",2011-09-01,2012-09-01
457,617428.857372797,-1329202.80361545,"Soybean-cotton",2011-09-01,2012-09-01
458,617612.702544327,-1329433.93774584,"Soybean-cotton",2011-09-01,2012-09-01
459,617844.59704053,-1329434.84972496,"Soybean-cotton",2011-09-01,2012-09-01
460,617564.645152539,-1329664.16148585,"Soybean-cotton",2011-09-01,2012-09-01
461,617796.539628796,-1329665.07325521,"Soybean-cotton",2011-09-01,2012-09-01
462,618028.434254761,-1329665.98682208,"Soybean-cotton",2011-09-01,2012-09-01
463,617748.474009164,-1329895.29679778,"Soybean-cotton",2011-09-01,2012-09-01
464,617980.368625683,-1329896.21015506,"Soybean-cotton",2011-09-01,2012-09-01
465,616405.174973881,-1329659.62960134,"Soybean-cotton",2011-09-01,2012-09-01
466,617533.077582073,-1327590.3263196,"Soybean-cotton",2011-09-01,2012-09-01
467,618228.761119146,-1327593.06188646,"Soybean-cotton",2011-09-01,2012-09-01
468,616789.403703767,-1327817.83159218,"Soybean-cotton",2011-09-01,2012-09-01
469,617572.955681228,-1328512.13186752,"Soybean-cotton",2011-09-01,2012-09-01
470,618268.63943242,-1328514.87031627,"Soybean-cotton",2011-09-01,2012-09-01
471,617524.931109515,-1328742.35577836,"Soybean-millet",2011-09-01,2012-09-01
472,617756.825524831,-1328743.26658941,"Soybean-millet",2011-09-01,2012-09-01
473,617988.720089813,-1328744.17919668,"Soybean-millet",2011-09-01,2012-09-01
474,618220.614804758,-1328745.09360018,"Soybean-millet",2011-09-01,2012-09-01
475,617445.109328181,-1326898.74531111,"Soybean-millet",2011-09-01,2012-09-01
476,617677.003605411,-1326899.65420386,"Soybean-millet",2011-09-01,2012-09-01
477,617677.003605411,-1326899.65420386,"Soybean-millet",2011-09-01,2012-09-01
478,617908.898021339,-1326900.56489022,"Soybean-millet",2011-09-01,2012-09-01
479,617908.898021339,-1326900.56489022,"Soybean-millet",2011-09-01,2012-09-01
480,618140.792598035,-1326901.47737029,"Soybean-millet",2011-09-01,2012-09-01
481,618372.687324907,-1326902.39164402,"Soybean-millet",2011-09-01,2012-09-01
482,616005.779807854,-1327123.55511066,"Soybean-millet",2011-09-01,2012-09-01
483,616237.673177954,-1327124.45303111,"Soybean-millet",2011-09-01,2012-09-01
484,616237.673177954,-1327124.45303111,"Soybean-millet",2011-09-01,2012-09-01
485,616469.56668492,-1327125.35274545,"Soybean-millet",2011-09-01,2012-09-01
486,617397.142207098,-1327128.96954238,"Soybean-millet",2011-09-01,2012-09-01
487,617629.036468138,-1327129.87822655,"Soybean-millet",2011-09-01,2012-09-01
488,617629.036468138,-1327129.87822655,"Soybean-millet",2011-09-01,2012-09-01
489,617860.930867814,-1327130.78870466,"Soybean-millet",2011-09-01,2012-09-01
490,617860.930867814,-1327130.78870466,"Soybean-millet",2011-09-01,2012-09-01
491,618092.825417307,-1327131.70097674,"Soybean-millet",2011-09-01,2012-09-01
492,618092.825417307,-1327131.70097674,"Soybean-millet",2011-09-01,2012-09-01
493,618324.720127799,-1327132.61504286,"Soybean-millet",2011-09-01,2012-09-01
494,618324.720127799,-1327132.61504286,"Soybean-millet",2011-09-01,2012-09-01
495,616189.697949325,-1327354.6783345,"Soybean-millet",2011-09-01,2012-09-01
496,616189.697949325,-1327354.6783345,"Soybean-millet",2011-09-01,2012-09-01
497,616421.591450983,-1327355.57783852,"Soybean-millet",2011-09-01,2012-09-01
498,616653.485089737,-1327356.47913676,"Soybean-millet",2011-09-01,2012-09-01
499,617117.272812378,-1327358.28711606,"Soybean-millet",2011-09-01,2012-09-01
500,617349.166896855,-1327359.19379713,"Soybean-millet",2011-09-01,2012-09-01
501,617581.061130496,-1327360.10227249,"Soybean-millet",2011-09-01,2012-09-01
502,617812.955513595,-1327361.01254215,"Soybean-millet",2011-09-01,2012-09-01
503,618044.850046448,-1327361.92460611,"Soybean-millet",2011-09-01,2012-09-01
504,618276.744729349,-1327362.83846438,"Soybean-millet",2011-09-01,2012-09-01
505,616141.714533634,-1327584.90364031,"Soybean-millet",2011-09-01,2012-09-01
506,616373.608007885,-1327585.80293372,"Soybean-millet",2011-09-01,2012-09-01
507,616605.501619169,-1327586.70402168,"Soybean-millet",2011-09-01,2012-09-01
508,616837.395389556,-1327587.60690427,"Soybean-millet",2011-09-01,2012-09-01
509,616837.395389556,-1327587.60690427,"Soybean-millet",2011-09-01,2012-09-01
510,617069.289308454,-1327588.51158145,"Soybean-millet",2011-09-01,2012-09-01
511,617301.183376157,-1327589.41805324,"Soybean-millet",2011-09-01,2012-09-01
512,617533.077582073,-1327590.3263196,"Soybean-millet",2011-09-01,2012-09-01
513,617764.971948271,-1327591.23638061,"Soybean-millet",2011-09-01,2012-09-01
514,617764.971948271,-1327591.23638061,"Soybean-millet",2011-09-01,2012-09-01
515,617996.86646416,-1327592.14823624,"Soybean-millet",2011-09-01,2012-09-01
516,616093.722909454,-1327815.12895957,"Soybean-millet",2011-09-01,2012-09-01
517,616093.722909454,-1327815.12895957,"Soybean-millet",2011-09-01,2012-09-01
518,616325.616355974,-1327816.02804218,"Soybean-millet",2011-09-01,2012-09-01
519,616325.616355974,-1327816.02804218,"Soybean-millet",2011-09-01,2012-09-01
520,616557.509961237,-1327816.92891975,"Soybean-millet",2011-09-01,2012-09-01
521,617021.29760563,-1327818.73605957,"Soybean-millet",2011-09-01,2012-09-01
522,617253.191645348,-1327819.64232184,"Soybean-millet",2011-09-01,2012-09-01
523,617485.08584499,-1327820.55037907,"Soybean-millet",2011-09-01,2012-09-01
524,617948.874681676,-1327822.37187832,"Soybean-millet",2011-09-01,2012-09-01
525,618180.76931931,-1327823.28532034,"Soybean-millet",2011-09-01,2012-09-01
526,616045.723088017,-1328045.35430346,"Soybean-millet",2011-09-01,2012-09-01
527,616509.510094515,-1328047.15384201,"Soybean-millet",2011-09-01,2012-09-01
528,616741.403819749,-1328048.05630413,"Soybean-millet",2011-09-01,2012-09-01
529,616973.297693366,-1328048.96056149,"Soybean-millet",2011-09-01,2012-09-01
530,617205.191726549,-1328049.86661413,"Soybean-millet",2011-09-01,2012-09-01
531,617437.085897818,-1328050.77446197,"Soybean-millet",2011-09-01,2012-09-01
532,617668.980218356,-1328051.68410507,"Soybean-millet",2011-09-01,2012-09-01
533,617900.874688455,-1328052.59554342,"Soybean-millet",2011-09-01,2012-09-01
534,616461.502030364,-1328277.37876647,"Soybean-millet",2011-09-01,2012-09-01
535,616461.502030364,-1328277.37876647,"Soybean-millet",2011-09-01,2012-09-01
536,616693.395737979,-1328278.28101808,"Soybean-millet",2011-09-01,2012-09-01
537,616925.289593914,-1328279.18506525,"Soybean-millet",2011-09-01,2012-09-01
538,617389.077751923,-1328280.99854627,"Soybean-millet",2011-09-01,2012-09-01
539,617389.077751923,-1328280.99854627,"Soybean-millet",2011-09-01,2012-09-01
540,617620.972054586,-1328281.90798014,"Soybean-millet",2011-09-01,2012-09-01
541,617620.972054586,-1328281.90798014,"Soybean-millet",2011-09-01,2012-09-01
542,617852.866506749,-1328282.81920959,"Soybean-millet",2011-09-01,2012-09-01
543,618084.761108706,-1328283.73223462,"Soybean-millet",2011-09-01,2012-09-01
544,618084.761108706,-1328283.73223462,"Soybean-millet",2011-09-01,2012-09-01
545,616877.273285845,-1328509.4095819,"Soybean-millet",2011-09-01,2012-09-01
546,616877.273285845,-1328509.4095819,"Forest",2012-09-01,2013-09-01
547,617109.167272324,-1328510.31521456,"Forest",2012-09-01,2013-09-01
548,617109.167272324,-1328510.31521456,"Forest",2012-09-01,2013-09-01
549,617341.061396762,-1328511.22264307,"Forest",2012-09-01,2013-09-01
550,617341.061396762,-1328511.22264307,"Forest",2012-09-01,2013-09-01
551,617804.85011513,-1328513.04288786,"Forest",2012-09-01,2013-09-01
552,618036.744698762,-1328513.95570411,"Forest",2012-09-01,2013-09-01
553,617524.931109515,-1328742.35577836,"Forest",2012-09-01,2013-09-01
554,617756.825524831,-1328743.26658941,"Forest",2012-09-01,2013-09-01
555,617988.720089813,-1328744.17919668,"Forest",2012-09-01,2013-09-01
556,618220.614804758,-1328745.09360018,"Forest",2012-09-01,2013-09-01
557,617940.687271451,-1328974.40269024,"Forest",2012-09-01,2013-09-01
558,617940.687271451,-1328974.40269024,"Forest",2012-09-01,2013-09-01
559,618172.581967359,-1328975.31688488,"Forest",2012-09-01,2013-09-01
560,616221.338663124,-1329428.50361164,"Forest",2012-09-01,2013-09-01
561,616453.23227778,-1329429.40480779,"Forest",2012-09-01,2013-09-01
562,616173.281389676,-1329658.72861691,"Forest",2012-09-01,2013-09-01
563,615893.322482977,-1329888.05466106,"Forest",2012-09-01,2013-09-01
564,616125.215910599,-1329888.95363587,"Forest",2012-09-01,2013-09-01
565,618172.581967359,-1328975.31688488,"Forest",2012-09-01,2013-09-01
566,617301.183376157,-1327589.41805324,"Forest",2012-09-01,2013-09-01
567,618228.761119146,-1327593.06188646,"Forest",2012-09-01,2013-09-01
568,616789.403703767,-1327817.83159218,"Forest",2012-09-01,2013-09-01
569,617996.86646416,-1327592.14823624,"Soybean-millet",2012-09-01,2013-09-01
570,617485.08584499,-1327820.55037907,"Soybean-millet",2012-09-01,2013-09-01
571,616973.297693366,-1328048.96056149,"Soybean-millet",2012-09-01,2013-09-01
572,616925.289593914,-1328279.18506525,"Soybean-millet",2012-09-01,2013-09-01
573,617157.183598464,-1328280.09090798,"Soybean-millet",2012-09-01,2013-09-01
574,617852.866506749,-1328282.81920959,"Soybean-millet",2012-09-01,2013-09-01
575,617069.289308454,-1327588.51158145,"Soybean-millet",2012-09-01,2013-09-01
576,617445.109328181,-1326898.74531111,"Soybean-millet",2012-09-01,2013-09-01
577,618140.792598035,-1326901.47737029,"Soybean-millet",2012-09-01,2013-09-01
578,618372.687324907,-1326902.39164402,"Soybean-millet",2012-09-01,2013-09-01
579,616373.608007885,-1327585.80293372,"Soybean-millet",2012-09-01,2013-09-01
580,616045.723088017,-1328045.35430346,"Soybean-millet",2012-09-01,2013-09-01
581,617900.874688455,-1328052.59554342,"Soybean-millet",2012-09-01,2013-09-01
582,618132.7693193,-1328053.50877709,"Soybean-millet",2012-09-01,2013-09-01
583,617165.248106171,-1327128.06265222,"Soybean-millet",2012-09-01,2013-09-01
584,618276.744729349,-1327362.83846438,"Soybean-millet",2012-09-01,2013-09-01
585,616141.714533634,-1327584.90364031,"Soybean-millet",2012-09-01,2013-09-01
586,617716.980183076,-1327821.46023121,"Soybean-millet",2012-09-01,2013-09-01
587,616005.779807854,-1327123.55511066,"Soybean-millet",2012-09-01,2013-09-01
588,616653.485089737,-1327356.47913676,"Soybean-millet",2012-09-01,2013-09-01
589,617581.061130496,-1327360.10227249,"Soybean-millet",2012-09-01,2013-09-01
590,616557.509961237,-1327816.92891975,"Soybean-millet",2012-09-01,2013-09-01
591,616277.61651737,-1328046.25317513,"Soybean-millet",2012-09-01,2013-09-01
592,617117.272812378,-1327358.28711606,"Soybean-millet",2012-09-01,2013-09-01
593,616605.501619169,-1327586.70402168,"Soybean-millet",2012-09-01,2013-09-01
594,617349.166896855,-1327359.19379713,"Soybean-millet",2012-09-01,2013-09-01
595,618044.850046448,-1327361.92460611,"Soybean-millet",2012-09-01,2013-09-01
596,617812.955513595,-1327361.01254215,"Soybean-millet",2012-09-01,2013-09-01
597,616469.56668492,-1327125.35274545,"Soybean-millet",2012-09-01,2013-09-01
598,617724.962541967,-1326669.43019329,"Soybean-millet",2012-09-01,2013-09-01
599,617165.248106171,-1327128.06265222,"Soybean-millet",2012-09-01,2013-09-01
600,617397.142207098,-1327128.96954238,"Soybean-millet",2012-09-01,2013-09-01
601,617724.962541967,-1326669.43019329,"Soybean-millet",2012-09-01,2013-09-01
602,616421.591450983,-1327355.57783852,"Soybean-millet",2012-09-01,2013-09-01
